Hue,Saturation,Value,Contrast,Energy,Homogeneity,Label
28.80316214931051,66.94089396100809,131.55589633856397,52.14772745490984,0.8308888411335271,0.9593690451822017,mentah
35.24731182795699,112.4959260941996,100.4293502953203,37.45006813627255,0.8664438186981759,0.9550560107747017,mentah
42.34463162167648,161.01483886972014,97.19755090995197,64.70612424849699,0.8206040807901264,0.9000356948380229,mentah
42.17940515891922,177.0181719186007,129.75836566165293,47.35700200400803,0.8223836601284389,0.9304789100055174,mentah
39.86587677725119,155.30926803580832,95.98375460768825,29.799967935871763,0.8463963402852916,0.9379447628609197,mentah
41.043010752688176,132.34128773157144,158.13981085632855,40.69936673346694,0.8445192267500514,0.9513118854109538,mentah
42.45282950641837,136.25286566624482,125.08942325076839,68.46479358717437,0.8876921947458595,0.9360168078568206,mentah
39.42353548513975,111.44516826863983,148.48361562476953,61.269851703406815,0.8359612035896717,0.933976096509224,mentah
40.18648765699437,173.2532698137722,107.12845387613686,57.32662925851706,0.8596060588334796,0.9251098669949294,mentah
41.335983716048595,172.38051014566503,111.01036829718211,31.137386773547107,0.8732310213229584,0.9540966524059993,mentah
40.08743875042013,182.30588526649095,132.66089402274858,63.822853707414865,0.771107113811798,0.885367470960205,mentah
36.87829839704069,146.4481627620222,93.56959309494451,20.76855310621243,0.8367277232062993,0.9545885626347559,mentah
40.45878477306003,183.07278550512444,108.97137628111274,51.12580360721445,0.7797302953512968,0.917023967709134,mentah
37.711036723441964,143.57428374520035,144.40920875586625,65.13815631262527,0.8763172424401762,0.9429765768105594,mentah
38.06795447426125,147.43151299989557,100.07104521248826,32.48368737474951,0.8072068931454272,0.9481920146021104,mentah
36.37533025750227,149.55335383887376,110.5512047005008,44.168849699398805,0.7960012351861055,0.936000351681103,mentah
33.99324731182796,144.5214623655914,84.76406451612904,51.199607214428866,0.8117087189809538,0.9184718555909859,mentah
35.65436028007638,132.30129429238278,94.77580628050075,25.10750300601204,0.8482149535177125,0.9480947387203966,mentah
35.67378443335182,147.31345904973193,91.9044416712886,59.76286973947897,0.8247812334357392,0.9286029445888292,mentah
36.76575910423324,140.81337312171547,101.25705759632397,30.941194388777564,0.8473319490742461,0.958223262947137,mentah
35.13545487420571,140.97163816707135,104.1926176576949,59.81060521042086,0.8430345662203003,0.9271837980443887,mentah
46.207245238562734,80.91836834871393,110.88219124288239,19.51577555110221,0.9177441670483014,0.9727010694330371,mentah
35.09315607374757,155.20181051234655,98.63242333759894,48.11494989979961,0.8292403330674548,0.9298719208304154,mentah
34.76617833052276,141.7205944350759,101.1416789629005,59.54848096192387,0.846128771713676,0.929362105433145,mentah
38.26269641125121,99.23709020368574,136.35627546071774,28.821667334669343,0.8959803913049469,0.9529524688138198,mentah
34.66012289521986,116.18913095523102,144.00187534913414,57.788408817635286,0.8980506382111036,0.9331069507756279,mentah
36.15335223928514,111.46005671785542,128.7941569907432,66.9034348697395,0.9235798578750376,0.9534690745862766,mentah
25.54156107450583,87.43684180886412,117.0358450188658,63.48248096192386,0.8563224360540251,0.9628893831968182,mentah
32.00473267991817,134.13633171506214,109.49125217550609,47.381563126252516,0.8670482179015286,0.9383168577070631,mentah
36.509898250244795,102.25386351057942,89.40538124228362,15.990284569138282,0.905273707944308,0.9709324062505142,mentah
21.20544699982708,122.5499394777797,146.71277883451495,160.66072945891787,0.7624357744593716,0.878164749323052,setengah
29.322146669591284,184.35435402500548,129.86989105798054,59.562276553106244,0.8889179206667237,0.9303677344860976,setengah
29.075346992729678,192.14129397077184,102.03723287067636,21.146476953907822,0.8899452464396199,0.9476398405936255,setengah
30.32795385690981,161.1757166161734,151.7215101374971,82.39962324649301,0.8608833696849392,0.9206153999913919,setengah
29.584801585176457,165.91867937664006,161.38084399935735,40.32350300601203,0.8495403110042068,0.9347971468816243,setengah
30.48481529423479,176.5505658999635,163.3156095456205,30.549426853707423,0.8785846516965949,0.9489620949706189,setengah
25.667539393939393,186.65619393939394,184.47197575757576,86.18348697394791,0.8330456902642155,0.9100018836445803,setengah
29.241516254677833,181.29912680430743,177.7289783864973,58.06548296593189,0.8415765061613999,0.9328930901639008,setengah
28.995924658428905,185.6642806760887,160.61521983332898,54.55231262525052,0.845545821876392,0.9233238260117459,setengah
27.883067481550984,183.21182765703853,154.6887378591535,89.37782765531065,0.8403842516103319,0.9038426284218883,setengah
23.690646944568954,153.19845360824743,153.65153892126102,78.58210821643289,0.8905784366350842,0.9203102323212304,setengah
21.038858986662216,118.03172417629797,130.71616528281945,174.62391182364735,0.7050419517662667,0.8515597693883937,setengah
26.555116350203523,183.53304628126398,184.41879014611422,47.51099799599199,0.8288333284313132,0.921322889291669,setengah
26.633963687301332,174.62698669252734,148.03011691180433,37.611727454909825,0.8502170528232768,0.9208607927012546,setengah
22.05066017790897,168.24987035781243,138.45653994973873,54.70107414829661,0.8979436901136832,0.9264460170814462,setengah
28.895257149582207,175.3420324820525,148.73667176650582,84.79103006012026,0.8621751482390451,0.9169623305113526,setengah
23.173675177000643,157.66772151898735,151.26496459987126,111.3894188376754,0.8485324209625825,0.8952544471206325,setengah
23.376183853235315,171.96211669646996,137.41436518974766,47.6532745490982,0.8780043771430667,0.9392210811987278,setengah
26.986918550170547,139.60414558266802,129.13280107950072,55.05686573146295,0.8919974068807786,0.936705716691718,setengah
29.123132385339474,136.93546965752054,130.96418986581213,62.94490581162327,0.898642107582061,0.9392223307412356,setengah
29.420456733546423,153.28655601340162,150.06585281318596,58.61626452905815,0.8944978456754882,0.9372855153235733,setengah
22.613819018680665,121.01454538916558,140.65830022114744,205.88472144288588,0.7702456612700308,0.8768989029540761,setengah
26.490891898656727,185.38298523236088,155.96195455683178,47.04254108216434,0.854529998891758,0.9192431041356752,setengah
21.189814493156394,102.03025776419092,135.93566316959632,233.69557114228468,0.7619154913420021,0.8662341145554144,setengah
26.510337484101868,160.48209056760035,125.19039309059718,58.442372745491,0.8623692792511162,0.9062778975112693,setengah
27.903790588882774,183.1410635663181,137.57608695652175,64.4080480961924,0.8818286438472102,0.9272181101754221,setengah
28.696714586380338,182.068776085328,147.63525131095494,60.57290581162326,0.886001320789309,0.9319060497978507,setengah
27.394009135006904,156.77998088021812,111.36157631979606,45.52260521042085,0.8850686206181752,0.9212891991829485,setengah
32.50675613142064,140.7255900046275,170.2061082832022,33.154661322645296,0.9127931716810623,0.9642536910988385,setengah
27.10544231149812,165.05058381159708,171.73801701959232,38.43560721442887,0.89801826225203,0.9481850947862072,setengah
23.895138910542233,168.9142215708896,161.73312338249508,86.81955110220443,0.8699790823141913,0.9122587898950567,matang
19.56028948767224,183.25338348938953,153.87602731324364,67.74036873747495,0.8994455019728729,0.9305909537774834,matang
21.526078866814718,171.3126462997419,143.5726547025989,45.28155511022046,0.8652608609085769,0.9268768414757497,matang
21.162583371854982,185.92947236346828,157.76844086376545,70.04165130260522,0.8766467054835466,0.9206530483568764,matang
20.759222049512832,144.24585813398036,139.3421920612655,37.49418036072145,0.8931330279347695,0.939698927458201,matang
20.854482488238368,131.2878985886043,183.75267903815995,58.46185971943889,0.9372443498476801,0.9523239308937301,matang
20.85277682746037,157.7113125784012,188.41122134793022,65.10848096192386,0.9281344845999034,0.9447752996802564,matang
21.84947318971881,125.60347180278728,137.57732143256604,188.55385971943895,0.8145237365096747,0.883781704527764,matang
20.614937538761406,105.59686364844511,141.4344289891025,246.48343887775556,0.7661784404725637,0.8595713046596744,matang
30.35337054529841,102.29465435809361,124.45883426363245,20.75109418837676,0.9240059468180181,0.9444037481423608,matang
21.986409677184287,188.32179552575968,134.70341762005393,21.75365130260522,0.8889148394626455,0.9335358492564635,matang
21.585217825074825,165.64894413036248,144.70676754240105,45.48231663326656,0.9017108164463818,0.928722308451233,matang
21.98307843731072,179.77714264082374,122.00836614173228,49.823254509018064,0.8925135447468104,0.9248949087129167,matang
20.949019986482572,82.31602888009184,130.0485554590025,149.6483326653307,0.6203400622854646,0.7830857031189875,matang
20.804041670115527,87.26866818810676,131.0570067045844,146.36772344689382,0.6548844183634663,0.7939695130797911,matang
20.675429591609017,139.7019638473555,125.78402142378933,72.20828857715432,0.8188518025240523,0.8966037670640656,matang
22.687174201732304,107.64202326918122,145.87098884109963,79.74451302605215,0.792986286588784,0.8634051956918171,matang
22.72713199723566,174.7768624740843,185.58078783690394,72.74119438877759,0.8533954601416135,0.9154635482346309,matang
20.24143073688328,164.28260231773507,195.27781037602074,200.5473907815632,0.8331986089379032,0.8982995104147935,matang
21.6008080409933,178.8162856392064,201.29966495861254,51.83005210420843,0.8771378213688383,0.9343856831591267,matang
17.74940412591436,217.71698035670255,179.54499876715707,79.1875350701403,0.9000423038157916,0.9344859676006583,matang
21.151350692115372,191.01990975059454,170.91776937618147,76.93821242484972,0.8667826863131661,0.9104180123070653,matang
18.68493498434547,182.0013256988125,171.23349222914845,123.59258116232468,0.8550355585038549,0.9102455413679259,matang
19.31025725298037,203.3231049628014,165.17900146404136,59.389803607214446,0.8643617553754022,0.9260814327182144,matang
20.531117038166,214.47717025465167,192.364228106941,69.48014428857716,0.87185854898627,0.9120640312945387,matang
20.96045832397214,191.47616907917964,170.1187534101486,41.939054108216446,0.8740049948927443,0.93635406250409,matang
19.65739582981312,194.4969078436011,172.17589807711803,85.24502605210425,0.879272832952443,0.921372246275494,matang
19.88363039701435,217.0385753812496,176.619779936941,56.080993987975965,0.8736667175526971,0.9201502311159157,matang
18.82077980448706,197.6220832240908,164.82430053560057,53.16404809619241,0.8912081232056833,0.9314278721548758,matang
19.480598529038804,190.34592949530813,148.12626354117606,67.28484168336675,0.8866337354725393,0.9197085322768015,matang
